DATE,AIRLINE_CODE,AIRLINE_NAME,AIRPORT_CODE,AIRPORT_NAME,ASM_DOMESTIC,ASM_INTERNATIONAL,FLIGHTS_DOMESTIC,FLIGHTS_INTERNATIONAL,PASSENGERS_DOMESTIC,PASSENGERS_INTERNATIONAL,RPM_DOMESTIC,RPM_INTERNATIONAL,RPM_TOTAL
2003-01-02,FA,Flock Air,NSA,Nestland Airport,594233,52664,2145,96,238492,8627,426122,31936,458058
2003-01-03,FA,Flock Air,NSA,Nestland Airport,704550,60085,2485,120,291673,12062,523994,40228,564222
2003-01-04,FA,Flock Air,NSA,Nestland Airport,679974,58998,2415,118,289406,11414,522829,39834,562663
2003-01-05,FA,Flock Air,NSA,Nestland Airport,704122,51386,2439,90,298530,11165,539575,40975,580550
2003-01-06,FA,Flock Air,NSA,Nestland Airport,712360,50445,2460,86,330996,12134,606327,45439,651766
2003-01-07,FA,Flock Air,NSA,Nestland Airport,760319,49929,2586,86,355582,12293,652162,42009,694171
2003-01-08,FA,Flock Air,NSA,Nestland Airport,759337,51814,2571,87,358821,13047,659979,47548,707527
2003-01-09,FA,Flock Air,NSA,Nestland Airport,713872,50187,2407,79,261785,10553,478317,43531,521848
2003-01-10,FA,Flock Air,NSA,Nestland Airport,733298,50594,2456,82,285784,10632,526969,40288,567257
2003-01-11,FA,Flock Air,NSA,Nestland Airport,716560,49326,2339,80,282927,10514,521679,41100,562779
2003-01-12,FA,Flock Air,NSA,Nestland Airport,749246,51644,2463,86,304890,11286,562717,42271,604988
2004-01-01,FA,Flock Air,NSA,Nestland Airport,753446,52735,2542,85,284717,9723,534828,39361,574189
2004-01-02,FA,Flock Air,NSA,Nestland Airport,717798,48866,2421,86,277892,9264,523147,32570,555717
2004-01-03,FA,Flock Air,NSA,Nestland Airport,786075,53475,2643,92,331519,12625,621247,45924,667171
2004-01-04,FA,Flock Air,NSA,Nestland Airport,776015,117310,2585,135,329290,19444,625367,86687,712054
2004-01-05,FA,Flock Air,NSA,Nestland Airport,764535,130179,2620,147,312156,24459,591883,112738,704621
2004-01-06,FA,Flock Air,NSA,Nestland Airport,804151,142121,2753,188,359853,29749,683289,124046,807335
2004-01-07,FA,Flock Air,NSA,Nestland Airport,840884,153327,2875,216,380427,30903,720907,120821,841728
2004-01-08,FA,Flock Air,NSA,Nestland Airport,843265,151001,2899,215,385145,31704,731194,121592,852786
2004-01-09,FA,Flock Air,NSA,Nestland Airport,730720,145379,2582,200,312784,26347,581989,109265,691254
2004-01-10,FA,Flock Air,NSA,Nestland Airport,773041,148278,2725,205,339115,26784,630049,106696,736745
2004-01-11,FA,Flock Air,NSA,Nestland Airport,765428,111795,2627,180,330782,22895,618929,82555,701484
2004-01-12,FA,Flock Air,NSA,Nestland Airport,799717,122836,2763,202,350513,28215,651735,97930,749665
2005-01-01,FA,Flock Air,NSA,Nestland Airport,754140,121559,2613,189,316463,25487,585024,92336,677360
2005-01-02,FA,Flock Air,NSA,Nestland Airport,673180,109160,2317,167,287548,22074,529946,80484,610430
2005-01-03,FA,Flock Air,NSA,Nestland Airport,763574,120721,2620,185,359427,29614,668783,102212,770995
2005-01-04,FA,Flock Air,NSA,Nestland Airport,734037,163052,2563,236,341265,31680,626932,121400,748332
2005-01-05,FA,Flock Air,NSA,Nestland Airport,768377,155937,2694,216,358414,32261,656082,132373,788455
2005-01-06,FA,Flock Air,NSA,Nestland Airport,786385,152500,2667,229,386135,35801,719987,133179,853166
2005-01-07,FA,Flock Air,NSA,Nestland Airport,833253,159988,2798,246,410349,37137,767210,132678,899888
2005-01-08,FA,Flock Air,NSA,Nestland Airport,813452,157485,2754,236,403097,37237,748551,134721,883272
2005-01-09,FA,Flock Air,NSA,Nestland Airport,757162,150774,2564,207,341054,29657,632596,119316,751912
2005-01-10,FA,Flock Air,NSA,Nestland Airport,762855,151055,2604,210,346211,28882,642705,108758,751463
2005-01-11,FA,Flock Air,NSA,Nestland Airport,735274,112560,2522,176,344431,24586,634273,85498,719771
2005-01-12,FA,Flock Air,NSA,Nestland Airport,756131,121491,2581,183,348423,27736,644010,97686,741696
2006-01-01,FA,Flock Air,NSA,Nestland Airport,753818,125868,2607,186,325003,27347,592298,95948,688246
2006-01-02,FA,Flock Air,NSA,Nestland Airport,667553,112357,2311,167,295629,24735,535358,86461,621819
2006-01-03,FA,Flock Air,NSA,Nestland Airport,759469,125541,2601,185,359757,30449,655392,108226,763618
2006-01-04,FA,Flock Air,NSA,Nestland Airport,764759,146748,2542,206,359575,31970,674439,117864,792303
2006-01-05,FA,Flock Air,NSA,Nestland Airport,793898,152415,2639,215,361390,33922,681712,130503,812215
2006-01-06,FA,Flock Air,NSA,Nestland Airport,780001,145915,2574,206,378222,36054,714474,136167,850641
2006-01-07,FA,Flock Air,NSA,Nestland Airport,809483,153294,2662,215,396167,35754,746800,132148,878948
2006-01-08,FA,Flock Air,NSA,Nestland Airport,807348,151048,2660,214,385416,33625,729487,124710,854197
2006-01-09,FA,Flock Air,NSA,Nestland Airport,763218,146778,2498,203,325335,28390,614496,114655,729151
2006-01-10,FA,Flock Air,NSA,Nestland Airport,788943,148486,2585,212,345171,29600,652043,109156,761199
2006-01-11,FA,Flock Air,NSA,Nestland Airport,766549,107698,2497,178,348192,27408,649800,93162,742962
2006-01-12,FA,Flock Air,NSA,Nestland Airport,800792,122779,2605,202,364722,31439,680402,106217,786619
2007-01-01,FA,Flock Air,NSA,Nestland Airport,789712,129482,2585,216,330243,29511,611062,102629,713691
2007-01-02,FA,Flock Air,NSA,Nestland Airport,699378,115589,2298,194,304374,26070,560967,90615,651582
2007-01-03,FA,Flock Air,NSA,Nestland Airport,787447,138520,2589,223,372267,36303,685103,124793,809896
2007-01-04,FA,Flock Air,NSA,Nestland Airport,773359,163667,2505,238,369693,37037,683112,135661,818773
2007-01-05,FA,Flock Air,NSA,Nestland Airport,793746,153825,2579,216,366730,34720,681586,132487,814073
2007-01-06,FA,Flock Air,NSA,Nestland Airport,772429,149732,2514,209,385154,36584,715842,136933,852775
2007-01-07,FA,Flock Air,NSA,Nestland Airport,809241,152397,2636,214,400870,35998,743638,129538,873176
2007-01-08,FA,Flock Air,NSA,Nestland Airport,811687,152535,2636,215,396627,36586,736283,131110,867393
2007-01-09,FA,Flock Air,NSA,Nestland Airport,754883,140587,2467,191,328334,30188,605584,117823,723407
2007-01-10,FA,Flock Air,NSA,Nestland Airport,791916,145242,2584,197,352819,30253,651725,114296,766021
2007-01-11,FA,Flock Air,NSA,Nestland Airport,769460,115823,2477,189,346107,29650,640126,99147,739273
2007-01-12,FA,Flock Air,NSA,Nestland Airport,783838,129290,2513,215,347203,33727,643596,110230,753826
2008-01-01,FA,Flock Air,NSA,Nestland Airport,780981,127525,2517,198,328494,27864,607142,95735,702877
2008-01-02,FA,Flock Air,NSA,Nestland Airport,705261,115680,2281,178,305042,25473,564108,87680,651788
2008-01-03,FA,Flock Air,NSA,Nestland Airport,743655,126223,2391,206,351466,34554,649421,111789,761210
2008-01-04,FA,Flock Air,NSA,Nestland Airport,734006,138442,2375,196,343433,29831,642934,107895,750829
2008-01-05,FA,Flock Air,NSA,Nestland Airport,763233,150192,2510,212,363895,34222,673279,125742,799021
2008-01-06,FA,Flock Air,NSA,Nestland Airport,727207,151023,2431,210,362684,35897,666198,132257,798455
2008-01-07,FA,Flock Air,NSA,Nestland Airport,757403,153009,2495,214,369678,34076,684265,117833,802098
2008-01-08,FA,Flock Air,NSA,Nestland Airport,774008,152753,2537,211,377204,35203,702540,128705,831245
2008-01-09,FA,Flock Air,NSA,Nestland Airport,649100,150093,2203,202,298423,28484,542456,112154,654610
2008-01-10,FA,Flock Air,NSA,Nestland Airport,678366,145089,2269,208,315174,30333,572365,109724,682089
2008-01-11,FA,Flock Air,NSA,Nestland Airport,656938,110203,2223,176,302724,26616,543541,89635,633176
2008-01-12,FA,Flock Air,NSA,Nestland Airport,686639,111760,2343,177,323716,27035,582380,90476,672856
2009-01-01,FA,Flock Air,NSA,Nestland Airport,686964,113900,2340,182,298047,23108,540814,82535,623349
2009-01-02,FA,Flock Air,NSA,Nestland Airport,621120,96247,2109,143,275189,18740,497317,65839,563156
2009-01-03,FA,Flock Air,NSA,Nestland Airport,691899,114425,2336,185,332439,27347,598490,93117,691607
2009-01-04,FA,Flock Air,NSA,Nestland Airport,696543,110556,2282,179,337031,26580,614003,90002,704005
2009-01-05,FA,Flock Air,NSA,Nestland Airport,723826,111983,2350,166,338895,23889,623270,90128,713398
2009-01-06,FA,Flock Air,NSA,Nestland Airport,694398,107297,2293,152,353914,26633,645602,98107,743709
2009-01-07,FA,Flock Air,NSA,Nestland Airport,722504,109151,2383,153,369260,24896,668332,89212,757544
2009-01-08,FA,Flock Air,NSA,Nestland Airport,719460,108480,2384,157,365358,24457,662016,86268,748284
2009-01-09,FA,Flock Air,NSA,Nestland Airport,658574,107646,2211,164,307795,25075,559621,87957,647578
2009-01-10,FA,Flock Air,NSA,Nestland Airport,683698,114095,2290,185,328450,28408,592230,94774,687004
2009-01-11,FA,Flock Air,NSA,Nestland Airport,666390,111157,2215,180,304884,27186,546848,90070,636918
2009-01-12,FA,Flock Air,NSA,Nestland Airport,706661,112310,2326,183,323921,26796,586132,90177,676309
2010-01-01,FA,Flock Air,NSA,Nestland Airport,710894,113852,2342,177,302374,23090,546109,83521,629630
2010-01-02,FA,Flock Air,NSA,Nestland Airport,626555,100462,2089,158,264511,21289,478340,72205,550545
2010-01-03,FA,Flock Air,NSA,Nestland Airport,717192,113664,2386,175,336728,27933,610129,95223,705352
2010-01-04,FA,Flock Air,NSA,Nestland Airport,709503,100982,2328,171,339685,24780,614428,79745,694173
2010-01-05,FA,Flock Air,NSA,Nestland Airport,730613,114572,2381,185,341340,28815,620038,98843,718881
2010-01-06,FA,Flock Air,NSA,Nestland Airport,711838,111301,2360,179,360034,30331,658289,102402,760691
2010-01-07,FA,Flock Air,NSA,Nestland Airport,738759,111688,2489,183,370883,29299,674071,94102,768173
2010-01-08,FA,Flock Air,NSA,Nestland Airport,725174,113924,2431,178,372092,28293,669426,94594,764020
2010-01-09,FA,Flock Air,NSA,Nestland Airport,674268,106245,2211,149,312138,22478,564620,84485,649105
2010-01-10,FA,Flock Air,NSA,Nestland Airport,697732,114048,2287,185,333261,28108,600486,93932,694418
2010-01-11,FA,Flock Air,NSA,Nestland Airport,672319,110263,2195,167,311742,26094,562452,90388,652840
2010-01-12,FA,Flock Air,NSA,Nestland Airport,682592,105953,2281,151,321343,22759,580470,80004,660474
2011-01-01,FA,Flock Air,NSA,Nestland Airport,682565,108592,2290,153,297302,21097,538467,77066,615533
2011-01-02,FA,Flock Air,NSA,Nestland Airport,613590,99904,2049,138,270114,19809,486773,72397,559170
2011-01-03,FA,Flock Air,NSA,Nestland Airport,700338,108642,2345,153,331397,22964,593660,81026,674686
2011-01-04,FA,Flock Air,NSA,Nestland Airport,701805,153356,2332,202,341234,31664,609938,121524,731462
2011-01-05,FA,Flock Air,NSA,Nestland Airport,723627,160977,2403,209,353334,34311,634787,139414,774201
2011-01-06,FA,Flock Air,NSA,Nestland Airport,717579,159053,2435,207,366372,36247,655153,142346,797499
2011-01-07,FA,Flock Air,NSA,Nestland Airport,741218,163816,2535,216,380451,35045,677743,131033,808776
2011-01-08,FA,Flock Air,NSA,Nestland Airport,729461,158066,2507,197,378718,31814,667043,122955,789998
2011-01-09,FA,Flock Air,NSA,Nestland Airport,691672,138708,2383,147,338088,24257,598847,104769,703616
2011-01-10,FA,Flock Air,NSA,Nestland Airport,709798,150833,2451,178,352155,29697,623588,121125,744713
2011-01-11,FA,Flock Air,NSA,Nestland Airport,664414,129789,2302,150,330452,23589,584481,101265,685746
2011-01-12,FA,Flock Air,NSA,Nestland Airport,687383,133195,2339,146,333372,23820,592107,107320,699427
2012-01-01,FA,Flock Air,NSA,Nestland Airport,699394,135229,2387,143,329652,22339,587286,103294,690580
2012-01-02,FA,Flock Air,NSA,Nestland Airport,680288,132921,2289,141,315240,21570,558181,98948,657129
2012-01-03,FA,Flock Air,NSA,Nestland Airport,743457,146427,2481,155,369824,25939,656109,117541,773650
2012-01-04,FA,Flock Air,NSA,Nestland Airport,732261,143898,2410,169,359268,27168,633422,118175,751597
2012-01-05,FA,Flock Air,NSA,Nestland Airport,761815,149791,2503,175,374918,30681,665935,136603,802538
2012-01-06,FA,Flock Air,NSA,Nestland Airport,736477,144206,2440,170,379291,31810,678390,135170,813560
2012-01-07,FA,Flock Air,NSA,Nestland Airport,797018,161487,2662,208,400393,33901,722351,132634,854985
2012-01-08,FA,Flock Air,NSA,Nestland Airport,790487,160876,2652,203,405094,35161,724102,141362,865464
2012-01-09,FA,Flock Air,NSA,Nestland Airport,716832,153713,2388,187,340102,27885,603138,119129,722267
2012-01-10,FA,Flock Air,NSA,Nestland Airport,730678,160716,2468,205,349364,31435,620331,133744,754075
2012-01-11,FA,Flock Air,NSA,Nestland Airport,716055,147339,2377,184,343337,27501,610369,121747,732116
2012-01-12,FA,Flock Air,NSA,Nestland Airport,737662,148291,2470,177,351135,27416,628662,120553,749215
2013-01-01,FA,Flock Air,NSA,Nestland Airport,706719,134168,2428,143,330970,21823,589358,105021,694379
2013-01-02,FA,Flock Air,NSA,Nestland Airport,641718,121268,2211,138,300204,20979,533011,96008,629019
2013-01-03,FA,Flock Air,NSA,Nestland Airport,730352,149447,2494,178,369653,29700,659512,130237,789749
2013-01-04,FA,Flock Air,NSA,Nestland Airport,717997,154462,2471,203,358333,30313,638813,124026,762839
2013-01-05,FA,Flock Air,NSA,Nestland Airport,746472,160349,2571,212,368244,34320,660858,143979,804837
2013-01-06,FA,Flock Air,NSA,Nestland Airport,757725,163206,2589,227,387585,38669,703180,150433,853613
2013-01-07,FA,Flock Air,NSA,Nestland Airport,793707,175790,2702,247,394847,40201,719880,148502,868382
2013-01-08,FA,Flock Air,NSA,Nestland Airport,790462,172850,2709,236,399255,40175,718808,155151,873959
2013-01-09,FA,Flock Air,NSA,Nestland Airport,715122,160146,2511,179,329756,28424,583339,125841,709180
2013-01-10,FA,Flock Air,NSA,Nestland Airport,751903,168922,2630,202,356248,32755,630320,142453,772773
2013-01-11,FA,Flock Air,NSA,Nestland Airport,729709,157650,2526,187,333723,28151,594285,123938,718223
2013-01-12,FA,Flock Air,NSA,Nestland Airport,777595,176771,2652,191,371368,32111,669628,143157,812785
2014-01-01,FA,Flock Air,NSA,Nestland Airport,721420,193370,2552,177,338412,29510,594979,150032,745011
2014-01-02,FA,Flock Air,NSA,Nestland Airport,653716,172103,2342,171,307162,26554,535077,128160,663237
2014-01-03,FA,Flock Air,NSA,Nestland Airport,756012,201405,2693,209,377665,35849,665559,165282,830841
2014-01-04,FA,Flock Air,NSA,Nestland Airport,732496,198925,2634,199,362783,33198,639183,153650,792833
2014-01-05,FA,Flock Air,NSA,Nestland Airport,759327,215296,2756,232,371444,41124,656168,187273,843441
2014-01-06,FA,Flock Air,NSA,Nestland Airport,754963,210669,2770,254,383138,44388,683391,185572,868963
2014-01-07,FA,Flock Air,NSA,Nestland Airport,785427,220597,2872,278,394954,43546,701376,175577,876953
2014-01-08,FA,Flock Air,NSA,Nestland Airport,752675,218304,2784,261,385818,45388,675325,188947,864272
2014-01-09,FA,Flock Air,NSA,Nestland Airport,681288,204069,2578,197,321107,32139,554806,156715,711521
2014-01-10,FA,Flock Air,NSA,Nestland Airport,710595,208279,2690,188,345179,32682,595575,169171,764746
2014-01-11,FA,Flock Air,NSA,Nestland Airport,693167,193684,2587,182,331746,29471,572385,143299,715684
2014-01-12,FA,Flock Air,NSA,Nestland Airport,754685,200982,2730,207,355329,33981,623456,155427,778883
2015-01-01,FA,Flock Air,NSA,Nestland Airport,687546,206654,2593,191,319270,31221,549379,161253,710632
2015-01-02,FA,Flock Air,NSA,Nestland Airport,613263,179758,2314,170,296403,28168,508999,139128,648127
2015-01-03,FA,Flock Air,NSA,Nestland Airport,749526,212826,2774,217,376712,37844,654317,179466,833783
2015-01-04,FA,Flock Air,NSA,Nestland Airport,732652,252019,2673,239,358375,39958,621143,189758,810901
2015-01-05,FA,Flock Air,NSA,Nestland Airport,742878,257952,2700,243,359420,44600,627426,213050,840476
2015-01-06,FA,Flock Air,NSA,Nestland Airport,748183,260423,2684,290,386442,54869,682340,237681,920021
2015-01-07,FA,Flock Air,NSA,Nestland Airport,984308,269019,3546,304,512583,54851,890624,222202,1112826
2015-01-08,FA,Flock Air,NSA,Nestland Airport,967227,279291,3498,319,501759,60646,866980,249782,1116762
2015-01-09,FA,Flock Air,NSA,Nestland Airport,857017,269103,3187,312,424334,54768,732925,223893,956818
2015-01-10,FA,Flock Air,NSA,Nestland Airport,888654,275217,3282,329,452106,60073,774962,239871,1014833
2015-01-11,FA,Flock Air,NSA,Nestland Airport,866281,251800,3147,317,433225,51634,741945,199219,941164
2015-01-12,FA,Flock Air,NSA,Nestland Airport,931937,303384,3349,355,457983,58849,797644,229398,1027042
2016-01-01,FA,Flock Air,NSA,Nestland Airport,851591,328023,3126,369,413080,58085,707554,262048,969602
2016-01-02,FA,Flock Air,NSA,Nestland Airport,813657,341454,2999,355,387970,54537,668736,249489,918225
2016-01-03,FA,Flock Air,NSA,Nestland Airport,936272,383956,3406,407,477275,68025,827721,291865,1119586
2016-01-04,FA,Flock Air,NSA,Nestland Airport,907913,372563,3266,398,448663,63215,783585,276988,1060573
2016-01-05,FA,Flock Air,NSA,Nestland Airport,937131,385289,3343,404,466777,65997,825989,290506,1116495
2016-01-06,FA,Flock Air,NSA,Nestland Airport,1088673,393068,3944,426,574533,79273,1001033,336371,1337404
2016-01-07,FA,Flock Air,NSA,Nestland Airport,1134208,435836,4069,465,584850,82641,1019523,360951,1380474
2016-01-08,FA,Flock Air,NSA,Nestland Airport,1077730,424159,3863,439,547049,77782,956308,347615,1303923
2016-01-09,FA,Flock Air,NSA,Nestland Airport,876072,443469,3201,390,446724,72052,776378,355826,1132204
2016-01-10,FA,Flock Air,NSA,Nestland Airport,917243,473544,3325,409,463492,79856,807366,408679,1216045
2016-01-11,FA,Flock Air,NSA,Nestland Airport,891660,427131,3178,395,444777,68915,780047,343328,1123375
2016-01-12,FA,Flock Air,NSA,Nestland Airport,968373,487054,3383,459,453673,81510,811955,389228,1201183
2017-01-01,FA,Flock Air,NSA,Nestland Airport,904987,,3116,,407286,,736444,0,736444
2017-01-02,FA,Flock Air,NSA,Nestland Airport,796169,,2737,,356871,,641756,0,641756
2017-01-03,FA,Flock Air,NSA,Nestland Airport,917308,,3129,,449426,,802943,0,802943
2002-01-10,GA,Goose Airways,NSA,Nestland Airport,404513,14979,1085,62,157868,5785,293977,8367,302344
2002-01-11,GA,Goose Airways,NSA,Nestland Airport,391981,14574,1047,60,150065,6034,271498,8644,280142
2002-01-12,GA,Goose Airways,NSA,Nestland Airport,399919,14967,1083,62,168651,7525,315874,11567,327441
2003-01-01,GA,Goose Airways,NSA,Nestland Airport,397156,14821,1083,62,152462,5312,286738,8496,295234
2003-01-02,GA,Goose Airways,NSA,Nestland Airport,346999,13378,954,56,131201,4105,244617,6135,250752
2003-01-03,GA,Goose Airways,NSA,Nestland Airport,380170,14522,993,61,139518,5306,270609,7704,278313
2003-01-04,GA,Goose Airways,NSA,Nestland Airport,372043,14315,1001,60,135804,6060,263749,8985,272734
2003-01-05,GA,Goose Airways,NSA,Nestland Airport,359574,14785,1023,62,145472,6437,280286,9389,289675
2003-01-06,GA,Goose Airways,NSA,Nestland Airport,376192,14331,1076,60,177499,6877,340347,10301,350648
2003-01-07,GA,Goose Airways,NSA,Nestland Airport,406599,14788,1146,62,191455,8787,369629,12734,382363
2003-01-08,GA,Goose Airways,NSA,Nestland Airport,430849,14757,1177,62,200038,8273,376029,11875,387904
2003-01-09,GA,Goose Airways,NSA,Nestland Airport,438505,14301,1186,60,146412,5585,274746,7973,282719
2003-01-10,GA,Goose Airways,NSA,Nestland Airport,465561,14487,1252,61,170619,6511,324424,9271,333695
2003-01-11,GA,Goose Airways,NSA,Nestland Airport,427227,14315,1177,60,159268,7515,292189,10853,303042
2003-01-12,GA,Goose Airways,NSA,Nestland Airport,432069,14786,1218,62,177135,8430,329156,12499,341655
2004-01-01,GA,Goose Airways,NSA,Nestland Airport,402778,14488,1136,61,154735,6043,283772,8393,292165
2004-01-02,GA,Goose Airways,NSA,Nestland Airport,377273,11281,1064,49,144870,4072,264343,5770,270113
2004-01-03,GA,Goose Airways,NSA,Nestland Airport,461217,12235,1235,53,183355,4615,357701,6523,364224
2004-01-04,GA,Goose Airways,NSA,Nestland Airport,456791,14306,1205,60,183549,6586,359206,9857,369063
2004-01-05,GA,Goose Airways,NSA,Nestland Airport,471264,14782,1238,62,179567,7406,351965,10715,362680
2004-01-06,GA,Goose Airways,NSA,Nestland Airport,452369,14310,1194,60,200621,8559,396430,12046,408476
2004-01-07,GA,Goose Airways,NSA,Nestland Airport,462767,14550,1228,61,211263,9579,416646,13520,430166
2004-01-08,GA,Goose Airways,NSA,Nestland Airport,460780,14850,1225,62,208067,8921,400561,12426,412987
2004-01-09,GA,Goose Airways,NSA,Nestland Airport,406964,14403,1096,60,158329,5792,302573,7779,310352
2004-01-10,GA,Goose Airways,NSA,Nestland Airport,450525,14874,1207,62,176136,5750,346016,7819,353835
2004-01-11,GA,Goose Airways,NSA,Nestland Airport,440564,14408,1167,60,175162,6263,335658,8709,344367
2004-01-12,GA,Goose Airways,NSA,Nestland Airport,452098,15108,1200,63,180942,8720,342791,12762,355553
2005-01-01,GA,Goose Airways,NSA,Nestland Airport,451995,14599,1194,61,170816,7665,320239,10903,331142
2005-01-02,GA,Goose Airways,NSA,Nestland Airport,389333,5489,965,28,144047,2672,284811,3554,288365
2005-01-03,GA,Goose Airways,NSA,Nestland Airport,429692,6078,1068,31,183317,3696,367402,4882,372284
2005-01-04,GA,Goose Airways,NSA,Nestland Airport,418458,5882,1039,30,169839,3035,336446,3950,340396
2005-01-05,GA,Goose Airways,NSA,Nestland Airport,466061,6078,1105,31,177305,3252,363365,4248,367613
2005-01-06,GA,Goose Airways,NSA,Nestland Airport,457732,5882,1071,30,194150,3037,399208,4297,403505
2005-01-07,GA,Goose Airways,NSA,Nestland Airport,481762,6078,1115,31,214456,4117,437944,5749,443693
2005-01-08,GA,Goose Airways,NSA,Nestland Airport,472368,6078,1106,31,210196,3519,424231,4829,429060
2005-01-09,GA,Goose Airways,NSA,Nestland Airport,463731,5868,1118,30,162574,2149,329809,3172,332981
2005-01-10,GA,Goose Airways,NSA,Nestland Airport,481659,6064,1155,31,166444,3043,339631,4175,343806
2005-01-11,GA,Goose Airways,NSA,Nestland Airport,446299,5880,1081,30,166706,3309,335058,4620,339678
2005-01-12,GA,Goose Airways,NSA,Nestland Airport,442439,6066,1055,31,167610,4141,335945,5127,341072
2006-01-01,GA,Goose Airways,NSA,Nestland Airport,396321,5097,962,26,144256,2844,278619,3499,282118
2006-01-02,GA,Goose Airways,NSA,Nestland Airport,343767,3137,850,16,130727,1918,253743,2141,255884
2006-01-03,GA,Goose Airways,NSA,Nestland Airport,449270,6078,1084,31,181643,3195,361187,3743,364930
2006-01-04,GA,Goose Airways,NSA,Nestland Airport,433720,6573,1069,33,172603,4091,346173,5018,351191
2006-01-05,GA,Goose Airways,NSA,Nestland Airport,444161,7000,1135,35,160487,3386,315136,4165,319301
2006-01-06,GA,Goose Airways,NSA,Nestland Airport,473085,8385,1189,38,199352,4495,402302,6075,408377
2006-01-07,GA,Goose Airways,NSA,Nestland Airport,493247,10660,1213,41,213011,7161,429474,9634,439108
2006-01-08,GA,Goose Airways,NSA,Nestland Airport,486599,10007,1219,39,209113,5777,421206,7151,428357
2006-01-09,GA,Goose Airways,NSA,Nestland Airport,430735,9223,1095,40,152849,3900,306763,4330,311093
2006-01-10,GA,Goose Airways,NSA,Nestland Airport,450988,8538,1144,39,170926,4860,343886,5511,349397
2006-01-11,GA,Goose Airways,NSA,Nestland Airport,429807,8277,1093,37,168950,5741,336973,6726,343699
2006-01-12,GA,Goose Airways,NSA,Nestland Airport,452232,28141,1152,109,176534,16053,355192,24741,379933
2007-01-01,GA,Goose Airways,NSA,Nestland Airport,416842,39970,1098,151,150667,14760,292875,22273,315148
2007-01-02,GA,Goose Airways,NSA,Nestland Airport,366895,34224,975,126,139256,12106,272709,18620,291329
2007-01-03,GA,Goose Airways,NSA,Nestland Airport,439207,33994,1141,126,186792,14433,372783,23549,396332
2007-01-04,GA,Goose Airways,NSA,Nestland Airport,412178,31151,1111,115,177578,13607,351966,20722,372688
2007-01-05,GA,Goose Airways,NSA,Nestland Airport,409974,25196,1115,99,169634,12046,338167,17384,355551
2007-01-06,GA,Goose Airways,NSA,Nestland Airport,455328,35402,1263,136,206111,18321,412059,28517,440576
2007-01-07,GA,Goose Airways,NSA,Nestland Airport,491381,41753,1356,157,222675,23132,442844,36914,479758
2007-01-08,GA,Goose Airways,NSA,Nestland Airport,482010,36379,1329,138,218708,19334,433278,29243,462521
2007-01-09,GA,Goose Airways,NSA,Nestland Airport,436286,20034,1194,83,164986,9298,335461,12022,347483
2007-01-10,GA,Goose Airways,NSA,Nestland Airport,455068,18654,1240,80,180257,9593,364195,12480,376675
2007-01-11,GA,Goose Airways,NSA,Nestland Airport,456009,25315,1233,99,179147,13977,358532,20895,379427
2007-01-12,GA,Goose Airways,NSA,Nestland Airport,459799,32860,1239,127,181780,19484,364216,30380,394596
2008-01-01,GA,Goose Airways,NSA,Nestland Airport,407742,26727,1111,104,153492,13648,306428,20657,327085
2008-01-02,GA,Goose Airways,NSA,Nestland Airport,358011,24015,978,89,135804,10370,271187,15670,286857
2008-01-03,GA,Goose Airways,NSA,Nestland Airport,401651,32309,1100,120,172940,16509,347943,26225,374168
2008-01-04,GA,Goose Airways,NSA,Nestland Airport,376543,24611,1020,90,160064,12124,326117,18580,344697
2008-01-05,GA,Goose Airways,NSA,Nestland Airport,351418,24761,968,92,151302,13695,308748,19850,328598
2008-01-06,GA,Goose Airways,NSA,Nestland Airport,425974,30510,1125,105,189740,17660,390807,27270,418077
2008-01-07,GA,Goose Airways,NSA,Nestland Airport,445912,32048,1148,110,199851,18800,408949,29063,438012
2008-01-08,GA,Goose Airways,NSA,Nestland Airport,420556,22427,1089,79,189540,13269,384890,18345,403235
2008-01-09,GA,Goose Airways,NSA,Nestland Airport,355837,6723,933,30,150026,5013,303881,5233,309114
2008-01-10,GA,Goose Airways,NSA,Nestland Airport,375537,9406,996,44,160830,6439,324394,6955,331349
2008-01-11,GA,Goose Airways,NSA,Nestland Airport,368795,12390,982,52,156972,7486,312944,9106,322050
2008-01-12,GA,Goose Airways,NSA,Nestland Airport,389302,23630,1027,87,171996,13674,343489,20892,364381
2009-01-01,GA,Goose Airways,NSA,Nestland Airport,364834,18397,972,66,145251,8769,287875,12977,300852
2009-01-02,GA,Goose Airways,NSA,Nestland Airport,320399,17691,871,61,129653,7849,257361,12222,269583
2009-01-03,GA,Goose Airways,NSA,Nestland Airport,392190,18742,1029,58,166141,8330,332785,13752,346537
2009-01-04,GA,Goose Airways,NSA,Nestland Airport,371753,15561,982,47,163342,7701,330543,12920,343463
2009-01-05,GA,Goose Airways,NSA,Nestland Airport,364013,14045,982,46,160515,5657,328602,8730,337332
2009-01-06,GA,Goose Airways,NSA,Nestland Airport,371844,16868,1013,60,176099,10553,354309,15100,369409
2009-01-07,GA,Goose Airways,NSA,Nestland Airport,404125,99752,1119,108,191155,21746,378609,89066,467675
2009-01-08,GA,Goose Airways,NSA,Nestland Airport,388735,86963,1089,89,185304,15855,363304,60931,424235
2009-01-09,GA,Goose Airways,NSA,Nestland Airport,343822,62562,917,50,150309,8991,307185,46638,353823
